transaction_id,amount,hour,predicted_label,fraud_probability,top_shap_feature,shap_value
238857,62.48,17,0,0.000134,V1,-3.938453
120699,39.99,21,0,1.5e-05,V12,-4.667996
109077,29.9,19,0,0.002627,V4,-4.238645
3913,0.99,0,0,4.3e-05,V3,-4.233416
88951,92.0,17,0,3.7e-05,V4,-5.655712
274101,45.76,22,0,0.0,V3,-6.33916
196389,1.79,12,0,7e-06,V4,-4.233582
49631,21.6,12,0,0.000845,V4,-5.858588
66198,14.9,14,0,0.005781,V3,-3.87818
271457,99.8,21,0,1.2e-05,V1,-3.790098
14273,13.48,7,0,1e-06,V3,-4.28478
151338,0.01,2,0,1.1e-05,V1,-6.823294
249005,30.0,18,0,0.001304,V4,-4.865882
193371,40.69,12,0,2e-06,V4,-7.170186
26887,3.12,9,0,0.000143,V3,-4.124641
150946,24.06,2,0,2.7e-05,V4,-6.215291
234033,16.17,17,0,0.000113,V1,-4.668356
68418,145.67,14,0,0.091929,V18,-1.820588
179408,65.0,10,0,2e-05,V4,-7.351656
262988,67.74,20,0,0.000301,V1,-5.399879
78125,2.68,15,0,0.00017,V14,-3.151134
167058,0.89,8,0,1e-05,V4,-7.588804
220965,241.76,15,0,3e-06,V4,-4.224806
208305,4487.49,14,0,0.0,V12,-5.483344
64535,300.0,14,0,2e-06,V8,-3.667958
2699,168.0,0,0,6e-06,V4,-5.967812
58147,690.96,13,0,0.000227,V14,-2.658206
175819,83.5,10,0,1e-06,V1,-4.164468
207491,560.82,13,0,0.776724,V12,-2.217637
112142,1.29,20,0,0.000498,V12,-2.641441
103448,138.12,19,0,0.105218,V3,-3.439345
281412,1.99,23,0,6.2e-05,V4,-4.226102
226085,1.0,16,0,0.006004,V1,-6.090843
6033,13.54,1,0,8e-06,V3,-7.582592
114158,12.06,20,0,0.000203,V24,-3.702746
55225,97.31,13,0,0.006068,V3,-4.268201
71894,174.8,15,0,7.4e-05,V4,-6.300228
71212,3.5,15,0,0.092326,V12,-2.781004
16701,1.0,7,0,0.002835,V12,-5.996034
186290,94.95,11,0,5e-06,V1,-4.533216
216417,29.99,15,0,2.3e-05,V1,-5.865168
247084,128.0,18,0,0.000236,V4,-4.91045
177636,6.54,10,0,2e-06,V4,-7.1329
223188,372.95,15,0,0.000297,V14,-4.0052
174118,20.0,9,0,1e-06,V1,-4.330162
225183,0.89,16,0,4e-06,V1,-6.229812
74095,70.5,15,0,1.9e-05,V4,-4.27081
86928,230.8,17,0,0.002073,V12,-3.678598
114324,2.61,20,0,5e-06,V4,-5.198496
267642,19.95,21,0,0.087373,V1,-4.738426
60227,1.29,13,0,0.009085,V12,-4.297282
29850,285.56,9,0,2.3e-05,V14,-3.34719
23235,19.98,9,0,2e-06,V4,-6.808804
151765,16.1,2,0,9e-06,V4,-6.75824
197261,114.5,12,0,0.00115,V4,-4.365214
237198,43.63,17,0,0.000131,V1,-4.935383
166109,1.0,8,0,1.7e-05,V1,-6.061954
175401,23.0,9,0,3.1e-05,V12,-5.605922
263831,19.0,20,0,5e-06,V14,-2.9124
196062,1.99,12,0,0.000429,V14,-3.026592
13297,43.0,6,0,4e-06,V14,-8.534807
158991,13.62,7,0,0.02414,V10,-2.156443
242154,1255.0,18,0,0.016486,V14,-3.586278
97975,4.77,18,0,0.008536,V18,-3.88775
188688,36.0,11,0,0.0,V4,-4.22578
76825,9.1,15,0,0.000113,V3,-8.049178
61795,1.0,13,0,4e-05,V3,-4.108806
153735,7.59,3,0,2.8e-05,V14,-4.455101
44993,86.0,11,0,0.004508,V11,-4.656364
208225,11.5,14,0,2.2e-05,V4,-7.121818
280566,15.0,23,0,5.6e-05,V4,-5.938662
148008,158.0,0,0,1.8e-05,V4,-7.088192
16994,1.98,7,0,3.3e-05,V4,-6.693534
229162,1.29,16,0,1e-06,V1,-6.206923
61375,1.0,13,0,2e-06,V3,-8.674723
38377,6.95,10,0,2e-06,V3,-5.995006
15652,12.99,7,0,1e-06,V12,-3.801462
186335,20.39,11,0,1e-06,V12,-4.305945
15541,4.56,7,0,1e-06,V3,-4.671141
81345,0.76,16,1,0.952994,V12,-1.98968
129823,12.0,22,0,5e-06,V4,-6.013836
226292,1155.0,16,0,0.007827,V14,-2.010958
158901,7.56,7,0,6e-06,V4,-6.293042
102003,19.48,18,0,0.086618,V3,-5.281922
62612,29.0,13,0,3.4e-05,V3,-5.622332
117162,0.89,20,0,0.0,V14,-4.192942
163163,1102.8,8,0,0.0,V12,-4.944
43043,9.57,11,0,2e-06,V24,-3.731454
242874,24.49,18,0,0.000161,V4,-8.343683
80936,9.36,16,0,0.00165,V3,-8.566339
31346,240.8,10,0,0.004684,V3,-4.311208
80274,0.89,16,0,0.010493,V14,-3.265973
146386,9.13,0,0,2e-06,V4,-6.630143
228914,3.03,16,0,0.000507,V1,-6.778681
232411,19.0,16,0,0.00072,V1,-5.066807
3895,0.89,0,0,1.7e-05,V14,-4.126159
85644,500.0,16,0,0.000209,V12,-3.389119
107008,0.89,19,0,1.7e-05,V12,-4.257032
176717,450.0,10,0,7e-06,V4,-5.495678
238941,10.0,17,0,3.9e-05,V1,-6.315328
211116,65.81,14,0,1e-06,V4,-5.2927
39903,157.91,11,0,5.4e-05,V14,-3.617628
212413,39.95,14,0,8.4e-05,V11,-2.605874
93433,28.3,17,0,0.000409,V14,-4.23622
71655,7.83,15,0,0.000672,V12,-3.639887
57503,119.8,13,0,9.3e-05,V3,-4.359138
256944,79.95,19,0,2.2e-05,V4,-6.252709
194650,0.01,12,0,5e-06,V3,-3.827659
192916,1.29,12,0,1e-06,V1,-5.560272
201505,1.39,13,0,3e-05,V12,-4.23725
54772,0.76,12,0,0.539236,V14,-1.868745
190340,0.0,11,0,0.000978,V12,-3.702995
63299,18.0,14,0,7.8e-05,V4,-6.385543
134986,29.99,22,0,6.7e-05,V3,-3.970167
83502,1490.46,16,0,0.010179,V14,-3.279751
215298,2.28,14,0,0.000138,V4,-7.326948
131008,1.0,22,0,8.7e-05,V3,-5.028382
268401,1.29,21,0,6.6e-05,V4,-6.857744
111118,12.16,20,0,7.7e-05,V8,-3.950091
88084,29.99,17,0,0.053612,V14,-4.983896
120141,52.95,21,0,2.1e-05,V3,-5.739048
4793,230.11,1,0,0.000156,V14,-7.495994
239234,1.98,17,0,9.9e-05,V4,-5.44575
151276,38.0,2,0,3e-06,V4,-6.599532
5922,584.74,1,0,0.000607,V3,-4.043156
282203,42.81,23,0,4.7e-05,V14,-4.638284
236785,62.13,17,0,3.4e-05,V11,-2.706446
252346,13.28,19,0,1.4e-05,V4,-4.877698
128009,1.0,21,0,0.001636,V14,-2.79218
51125,19.8,12,0,0.000329,V3,-3.337536
22401,1.0,8,0,0.016048,V3,-2.518898
37170,21.06,10,0,0.000201,V3,-3.883739
97741,25.0,18,0,1.7e-05,V14,-3.613837
225512,33.58,16,0,0.000291,V4,-3.960845
237906,25.7,17,0,3.1e-05,V1,-5.243679
7036,0.01,2,0,0.000399,V14,-5.094803
71922,24.0,15,0,0.000136,V3,-3.928263
230749,96.0,16,0,2e-06,V14,-6.875753
249777,12.0,18,0,0.000434,V4,-7.454636
89858,70.0,17,0,6.1e-05,V11,-5.977122
31956,1.98,10,0,8e-06,V4,-4.167487
80298,20.0,16,0,5e-06,V4,-5.098797
26656,72.96,9,0,7e-06,V11,-7.110867
147251,58.56,0,0,4e-06,V4,-5.859419
279040,10.0,22,0,8.1e-05,V1,-4.096618
85370,14.9,16,0,0.002546,V14,-3.473671
20666,16.0,8,0,0.003386,V12,-2.638361
84794,96.69,16,0,1e-06,V11,-7.465114
80073,92.97,16,0,0.001662,V14,-3.463086
52428,13.04,12,0,1e-06,V3,-3.518853
170241,0.76,9,0,1e-06,V1,-7.09001
128566,10.01,21,0,1.9e-05,V4,-5.78034
267548,15.78,21,0,0.000125,V4,-8.185332
11186,35.82,5,0,0.000121,V14,-6.830158
151362,7.44,2,0,3.1e-05,V1,-6.29741
227970,264.9,16,0,3e-06,V11,-4.784295
218264,389.35,15,0,0.767041,V6,-1.029775
104385,54.3,19,0,2.4e-05,V4,-5.803586
191383,23.45,11,0,1e-06,V1,-3.945348
51083,79.0,12,0,4e-06,V8,-3.853471
203449,333.46,13,0,2.1e-05,V4,-4.975328
155461,30.26,5,0,1e-06,V4,-5.393997
7469,1895.88,2,0,8.1e-05,V14,-7.645826
272535,0.76,21,0,3.8e-05,V1,-6.786122
170258,851.6,9,0,0.021102,V7,-2.12892
248023,3.77,18,0,0.000196,V4,-6.805774
241583,1.79,17,0,1e-06,V1,-6.14895
29620,13.55,9,0,0.000101,V3,-3.859034
28891,0.01,9,0,6.4e-05,V4,-6.803624
168172,239.55,9,0,3e-06,V4,-5.047984
190287,49.55,11,0,0.000265,V3,-3.85565
60869,2.28,13,0,4.8e-05,V4,-3.17287
49418,34.95,12,0,1e-06,V11,-7.321176
278370,49.98,22,0,0.006737,V11,-3.537932
64231,100.0,14,0,1e-05,V11,-6.401526
158954,13.43,7,0,0.000326,V4,-7.518988
225323,75.66,16,0,0.000299,V14,-4.055374
220063,0.76,15,0,1.1e-05,V4,-8.124992
259316,75.04,20,0,1.5e-05,V4,-4.238576
73135,23.0,15,0,0.017357,V10,-2.35555
248117,7.55,18,0,2.2e-05,V1,-6.047571
114087,9.4,20,0,0.00091,V4,-5.598103
254446,42.46,19,0,0.002189,V1,-4.702943
225624,531.76,16,0,0.000376,V4,-4.612637
206707,5.49,13,0,3e-05,V4,-6.224998
108698,6.27,19,0,0.042484,V14,-1.929104
200402,218.12,13,0,4.9e-05,V14,-4.537218
198396,10.23,12,0,2e-05,V4,-6.499085
145401,1.0,0,0,1e-06,V4,-5.2936
277513,25.0,22,0,2e-06,V1,-3.925854
48867,66.9,12,0,4.3e-05,V8,-3.586506
11547,5.0,5,0,5e-06,V14,-6.716608
14783,47.9,7,0,2e-06,V12,-4.048847
102247,348.0,18,0,0.001302,V14,-3.525096
184716,1.0,11,0,2e-06,V4,-6.014292
281848,11.92,23,0,2.2e-05,V1,-3.88824
121576,0.77,21,0,1e-06,V4,-6.439968
34738,5.66,10,0,0.000171,V3,-4.395567
258966,0.76,20,0,1e-06,V1,-5.918071
113452,1.0,20,0,0.003181,V12,-3.534513
210512,125.02,14,0,0.161748,V10,-3.721906
276139,1.54,22,0,0.0,V4,-5.157326
98604,11.36,18,0,9.7e-05,V14,-6.391862
219608,19.98,15,0,0.00094,V19,-2.296226
166391,19.9,8,0,1e-06,V11,-3.889898
133534,104.35,22,0,1.7e-05,V4,-4.485952
218361,25.52,15,0,0.005554,V14,-4.032794
266863,100.0,21,0,6.8e-05,V3,-3.4904
155061,99.99,4,0,1.5e-05,V4,-7.190833
92885,13.99,17,0,0.000102,V12,-3.429756
202622,9.99,13,0,1.2e-05,V4,-5.750298
135332,25.86,22,0,8e-06,V4,-4.599334
182764,0.77,10,0,0.0,V4,-6.748976
184697,1.39,11,0,2e-06,V4,-6.731817
152219,18.0,2,0,1.1e-05,V1,-6.641582
37975,1.55,10,0,0.000161,V7,-2.48753
193572,592.9,12,0,5e-05,V14,-2.445094
37261,51.08,10,0,2.6e-05,V3,-5.28599
36208,1.0,10,0,0.00167,V14,-3.954684
284366,14.03,23,0,0.000151,V12,-5.403129
185359,39.0,11,0,7.3e-05,V4,-7.002939
136610,52.5,22,0,0.000144,V4,-5.430102
40481,481.5,11,0,0.334772,V11,-2.64061
125735,33.74,21,0,0.000137,V4,-5.833306
249721,24.9,18,0,1.2e-05,V4,-3.265246
82594,84.5,16,0,0.004658,V4,-5.471814
236084,20.6,17,0,0.000477,V4,-4.69109
49803,718.18,12,0,0.000233,V14,-3.745499
258558,69.0,20,0,1.3e-05,V1,-5.191251
183828,18.36,10,0,0.000497,V4,-8.850316
252618,11.5,19,0,1.1e-05,V4,-5.880318
145925,1.0,0,0,1.3e-05,V1,-6.463762
189145,894.42,11,0,0.001597,V14,-2.618094
79408,84.87,16,0,0.001848,V3,-3.877938
136713,1.51,22,0,1.1e-05,V4,-6.52351
236144,5.0,17,0,0.003604,V1,-4.082205
181639,884.63,10,0,0.007688,V11,-2.732562
152084,3.15,2,0,1e-06,V1,-6.206143
72011,63.9,15,0,0.001069,V12,-3.970173
274744,24.77,22,0,1e-06,V4,-4.494572
53636,19.99,12,0,1e-06,V4,-5.69988
145158,270.0,0,0,1e-05,V4,-8.118418
267836,307.55,21,0,0.470387,V14,-3.249362
157491,2.69,6,0,8e-06,V1,-7.062582
248408,504.0,18,0,0.002053,V4,-6.497418
149981,112.62,1,0,2.4e-05,V14,-8.379307
269739,99.9,21,0,0.00021,V14,-3.970016
223176,372.6,15,0,8.5e-05,V4,-5.126922
120120,11.58,21,0,0.000981,V25,-3.315015
153688,4.51,3,0,5e-06,V14,-5.723104
115436,4.57,20,0,9.9e-05,V8,-2.642634
273094,59.25,21,0,0.000564,V4,-5.129812
224543,0.77,15,0,0.000513,V4,-6.66927
249181,0.77,18,0,3e-06,V4,-5.403344
46618,17.86,11,0,0.00129,V12,-2.476102
12693,11.85,6,0,0.0,V4,-4.822975
33159,51.9,10,0,0.0,V4,-5.742172
80290,11.5,16,0,2e-06,V3,-7.731203
96624,0.76,18,0,0.000107,V4,-6.570172
42908,126.86,11,0,0.00062,V12,-3.751866
174014,16.37,9,0,2e-06,V4,-4.994768
196683,236.0,12,0,5e-06,V4,-5.257558
78168,149.17,15,0,0.065314,V14,-3.468381
137332,10.06,22,0,0.002934,V12,-2.533164
218779,0.99,15,0,1.3e-05,V4,-5.881564
33547,6.49,10,0,0.0,V3,-6.722368
205404,2.85,13,0,7.6e-05,V4,-3.999994
255504,1.0,19,0,0.000304,V14,-5.507006
150746,36.0,2,0,0.00079,V14,-5.898454
23154,53.5,9,0,4.4e-05,V3,-3.794626
96198,99.0,18,0,0.000206,V4,-3.842896
110444,7.05,19,0,1.9e-05,V4,-3.827777
97050,55.59,18,0,1e-06,V14,-7.236981
16662,7.89,7,0,3.9e-05,V14,-3.510348
210996,94.47,14,0,1.7e-05,V14,-4.192024
9803,14.95,4,0,3e-06,V4,-7.596349
16130,79.95,7,0,6e-06,V4,-5.57716
214248,1.0,14,0,0.000312,V1,-6.910652
17522,38.9,7,0,0.0,V4,-6.183874
278048,0.89,22,0,2.1e-05,V4,-6.273978
168942,0.0,9,0,0.00248,V10,-3.314453
242918,25.0,18,0,2.2e-05,V1,-4.638809
191610,404.53,11,0,2e-05,V4,-6.482184
69260,20.99,14,0,6e-05,V14,-3.996798
54265,79.0,12,0,2.6e-05,V4,-5.702628
183101,52.0,10,0,6.2e-05,V4,-6.151682
149203,49.95,1,0,0.000211,V4,-2.52655
66936,46.85,14,0,3e-06,V4,-5.836848
172402,7.63,9,0,2e-06,V4,-5.934744
178199,11.27,10,0,2.6e-05,V4,-6.299596
218346,1.0,15,0,0.000129,V1,-5.946331
122910,266.81,21,0,1e-05,V11,-4.237338
233936,0.77,17,0,6e-06,V4,-5.655816
71298,10.65,15,0,0.001908,V8,-2.278862
236327,7.49,17,0,1e-05,V12,-4.604848
178621,6.51,10,0,2e-06,V4,-5.79735
97341,2.35,18,0,0.000108,V3,-3.68137
164003,3.6,8,0,0.000155,V24,-3.063085
20606,23.0,8,0,6e-06,V4,-3.969077
263422,11.98,20,0,2e-06,V12,-5.814285
73673,39.15,15,0,7e-06,V14,-3.551564
127950,1.79,21,0,0.013611,V14,-2.738924
103983,42.36,19,0,0.0,V4,-5.800388
241134,59.29,17,0,0.001153,V14,-4.270248
13432,683.34,6,0,0.0,V14,-7.844684
60996,1.98,13,0,1.1e-05,V3,-8.421328
228751,20.79,16,0,2.3e-05,V4,-6.452844
117213,1.98,20,0,0.000551,V14,-3.893588
68647,74.95,14,0,9.5e-05,V18,-2.953164
223689,11.47,15,0,5e-06,V4,-6.421968
42382,7.81,11,0,0.000635,V3,-2.514338
145846,9.99,0,0,1.7e-05,V4,-5.247282
113006,27.9,20,0,9.4e-05,V14,-4.796186
134705,339.0,22,0,0.068285,V14,-3.380256
276723,3.57,22,0,6.1e-05,V4,-6.315865
107779,36.29,19,0,0.087813,V14,-3.332112
76317,8.99,15,0,0.190533,V3,-3.989614
35417,24.98,10,0,0.008801,V12,-3.994102
34626,0.89,10,0,1.4e-05,V14,-5.812058
267890,18.93,21,0,0.001079,V1,-4.143396
252105,40.0,19,0,3.7e-05,V4,-5.957344
141694,1.0,23,0,1e-06,V3,-3.781668
54678,134.8,12,0,2e-06,V4,-5.656936
248841,0.0,18,0,1e-06,V1,-5.43586
94643,90.0,18,0,1e-05,V4,-4.994542
207810,20.0,14,0,2e-06,V1,-4.181412
227515,119.9,16,0,3e-05,V4,-3.451482
216336,29.95,15,0,3.5e-05,V1,-4.503434
227595,318.4,16,0,6.6e-05,V14,-2.969023
169923,39.5,9,0,6e-06,V1,-5.862901
243687,17.95,18,0,4e-06,V11,-5.584633
248160,2.28,18,0,4.8e-05,V4,-6.678302
66496,82.79,14,0,0.009033,V3,-3.924559
131720,81.9,22,0,0.000721,V3,-5.255138
93526,119.51,17,0,0.001617,V12,-3.880962
137026,12.4,22,0,1e-06,V4,-5.228042
205792,509.92,13,0,0.0,V11,-4.517878
143814,13.99,23,0,4e-05,V3,-4.911042
220090,5964.95,15,0,0.0,V10,-4.792502
214773,107.09,14,1,0.991773,V12,1.487835
105889,1.0,19,0,0.00032,V3,-5.233846
13796,1.51,6,0,2.6e-05,V10,-8.193794
133934,11.5,22,0,1e-06,V3,-6.91776
207296,29.69,13,0,0.000452,V4,-4.762719
9743,12.95,4,0,0.000127,V14,-6.48373
64903,0.99,14,0,0.051593,V14,-2.060525
26976,26.28,9,0,1.9e-05,V4,-5.938452
282031,1.85,23,0,0.0,V12,-5.27987
237014,18.43,17,0,2.5e-05,V1,-6.016288
210780,1.0,14,0,1e-05,V4,-4.665821
277037,12.94,22,0,2e-06,V3,-8.1968
240454,7.98,17,0,0.0,V11,-5.13351
141264,16.02,23,0,3e-06,V14,-4.259575
158608,3.59,6,0,0.0,V14,-6.049167
158247,1.0,6,0,3.1e-05,V1,-7.280375
272591,66.0,21,0,0.001632,V4,-4.732302
13852,56.65,6,0,0.000639,V3,-3.95163
214591,10.74,14,0,8e-06,V4,-6.285884
32079,409.25,10,0,0.003402,V25,-3.01969
251032,5.37,19,0,0.0,V4,-5.236454
135656,25.0,22,0,4e-06,V4,-7.492478
44519,2.58,11,0,5e-06,V14,-3.903573
197899,33.6,12,0,6e-06,V4,-6.714472
262990,278.7,20,0,0.014222,V11,-3.140227
162752,55.85,8,0,2e-06,V1,-4.202999
240922,126.72,17,0,1.8e-05,V4,-7.003142
189607,120.0,11,0,1e-06,V14,-4.03368
124585,10.68,21,0,0.004378,V14,-4.293726
117534,55.85,20,0,8e-06,V4,-4.290931
128517,31.39,21,0,2.9e-05,V11,-2.353573
228227,48.42,16,0,3.3e-05,V11,-6.603972
101449,1.79,18,0,0.01651,V14,-3.793988
230680,0.68,16,0,4.7e-05,V1,-6.801538
43720,34.99,11,0,3.6e-05,V12,-4.845844
216828,47.85,15,0,1.3e-05,V1,-5.153193
27308,375.57,9,0,0.0,V14,-2.959568
269430,1.0,21,0,7.7e-05,V1,-5.476746
148744,13.0,1,0,2e-06,V1,-5.625756
28849,25.0,9,0,0.000114,V4,-6.942448
51526,132.0,12,0,0.01819,V3,-4.858064
221185,1.0,15,0,0.000281,V15,-2.741072
2702,12.14,0,0,1e-06,V4,-5.789581
247757,59.7,18,0,1.3e-05,V1,-6.242819
133313,3497.7,22,0,0.000125,V11,-2.755042
152713,14.95,3,0,0.0,V14,-6.157794
60553,1.98,13,0,0.000727,V14,-5.298876
101855,12.6,18,0,2e-06,V3,-7.352565
42872,96.88,11,0,1.4e-05,V4,-5.267324
282051,49.99,23,0,0.00011,V14,-3.296029
9823,15.95,4,0,0.000166,V14,-6.729376
268575,42.81,21,0,0.001159,V4,-3.493515
199289,2.75,12,0,3e-06,V11,-6.056914
31727,23.15,10,0,0.0,V4,-5.432271
240271,62.0,17,0,0.000276,V12,-5.854972
97684,42.9,18,0,0.00251,V14,-3.833061
137084,25.26,22,0,0.0,V12,-7.382266
79334,8.93,16,0,7.6e-05,V3,-4.062572
201564,0.89,13,0,0.0,V1,-5.978376
211533,94.56,14,0,1e-06,V3,-3.816758
171596,19.95,9,0,8e-06,V4,-8.513944
64721,51.39,14,0,0.00015,V12,-4.262481
56827,74.99,13,0,1.5e-05,V14,-4.659746
189538,11.5,11,0,2e-06,V1,-5.967758
219752,3.7,15,0,1.9e-05,V4,-7.14318
202253,1.29,13,0,0.0,V4,-5.481472
140220,1.29,23,0,3e-06,V14,-4.497514
215091,19.95,14,0,8.6e-05,V4,-6.756822
90772,9.74,17,0,0.0,V3,-8.852638
249048,209.95,18,0,2e-05,V4,-4.230163
197908,37.85,12,0,1.2e-05,V4,-4.388722
65233,1.0,14,0,0.000176,V14,-5.145205
3147,119.21,0,0,0.000101,V14,-3.763931
95178,3.77,18,0,0.000167,V8,-3.503569
207459,66.28,13,0,6.9e-05,V4,-5.994133
193401,3.79,12,0,2.6e-05,V1,-5.218332
35279,111.0,10,0,0.000492,V12,-4.153396
279818,15.1,22,0,1.5e-05,V14,-3.672141
278236,43.32,22,0,1.2e-05,V1,-4.60234
12279,11.85,5,0,6e-06,V3,-5.602286
103177,8.04,19,0,8e-06,V3,-6.379054
65118,1.0,14,0,0.000237,V3,-4.458146
275658,31.35,22,0,3e-06,V1,-4.396389
154518,558.6,4,0,0.000957,V14,-6.412196
116125,658.0,20,0,0.190501,V14,-2.070642
26620,488.38,9,0,3e-06,V12,-4.713754
246227,902.0,18,0,0.271882,V11,-2.499985
24308,123.75,9,0,1.9e-05,V14,-4.345341
248463,36.0,18,0,0.00446,V4,-7.791118
73961,145.01,15,0,0.001143,V18,-2.927887
38570,105.15,10,0,1e-06,V4,-5.479472
187527,91.0,11,0,4e-06,V4,-7.109178
116297,11.5,20,0,7.8e-05,V3,-8.025478
122086,1.0,21,0,1.8e-05,V3,-3.649247
104202,36.0,19,0,0.001034,V11,-3.939032
198041,4.0,12,0,0.0,V1,-4.72878
52115,164.63,12,0,0.016235,V14,-4.675211
212859,4.56,14,0,7e-06,V4,-6.57209
243070,168.99,18,0,0.00016,V4,-5.08561
274833,30.25,22,0,1e-06,V14,-6.298969
251906,9.99,19,0,0.000227,V14,-5.13879
194105,1.98,12,0,0.027954,V4,-3.991783
251623,15.74,19,0,3e-05,V3,-6.510036
264466,109.68,20,0,6e-06,V4,-5.215661
284099,1.29,23,0,2e-06,V1,-5.877552
178637,1.0,10,0,0.002165,V1,-6.034296
203568,48.45,13,0,0.0,V4,-5.255921
28175,79.0,9,0,2e-06,V11,-6.002773
219352,31.42,15,0,0.005526,V4,-3.096684
13802,1.79,6,0,0.003403,V13,-2.862525
50371,12.0,12,0,1e-06,V4,-6.602766
141450,17.8,23,0,3e-06,V4,-5.963979
19428,6.81,8,0,0.000115,V3,-4.045861
56074,13.27,13,0,0.0,V11,-5.806074
45849,89.99,11,0,7.3e-05,V18,-2.775362
181936,1.0,10,0,0.000245,V1,-5.8756
229980,23.59,16,0,0.000222,V4,-7.070956
265082,114.2,20,0,1.2e-05,V4,-4.955356
136800,1.0,22,0,5e-06,V11,-3.33834
236943,116.09,17,0,0.000231,V4,-5.771024
14261,16.07,7,0,0.001586,V14,-3.739419
40915,0.76,11,0,0.002034,V14,-4.115764
76111,44.27,15,0,0.001832,V3,-4.278904
272514,7.0,21,0,0.000184,V1,-4.14048
5592,1.29,1,0,7e-06,V14,-8.115223
14274,9.99,7,0,0.000115,V3,-3.733024
239758,0.76,17,0,0.001958,V1,-6.958776
97661,5.54,18,0,2.1e-05,V4,-5.492098
192360,89.95,12,0,0.000322,V4,-5.561292
239871,200.0,17,0,0.002228,V4,-2.26124
212522,12.31,14,0,0.009789,V1,-5.110672
227851,56.31,16,0,0.000321,V10,-2.892535
227555,0.89,16,0,6e-06,V4,-6.913288
188760,400.0,11,0,0.006485,V12,-3.451976
18431,8.99,8,0,3e-06,V14,-5.436336
164588,55.85,8,0,7e-06,V1,-4.561156
6393,36.0,2,0,0.004672,V14,-5.94166
82007,9.93,16,0,0.0,V14,-3.704831
220718,9.99,15,0,1e-06,V1,-5.898474
110194,1.0,19,0,5.2e-05,V14,-6.17141
207897,56.97,14,0,0.000279,V4,-4.37225
280113,1.98,23,0,7.3e-05,V1,-6.320698
1469,50.0,0,0,3.2e-05,V12,-4.140972
64859,1.0,14,0,1e-06,V4,-4.224312
89632,30.89,17,0,0.018365,V3,-5.95196
37851,1200.0,10,0,8.5e-05,V4,-4.033853
98527,9.5,18,0,0.000214,V12,-5.008402
86151,70.0,16,0,0.000216,V12,-4.191134
139616,37.0,23,0,0.00107,V3,-4.204286
147103,2.43,0,0,6e-06,V4,-5.0497
269071,41.08,21,0,0.000462,V3,-3.033604
14128,299.48,6,0,8.6e-05,V14,-4.722522
83983,19.0,16,0,0.00012,V14,-4.303908
277273,1.0,22,0,1.7e-05,V1,-4.587188
29811,212.0,9,0,2.9e-05,V14,-4.692026
138836,30.24,23,0,0.000255,V14,-4.074392
135818,5.0,22,0,0.000113,V4,-5.585152
197869,30.14,12,0,2e-06,V3,-6.035986
50163,4.0,12,0,1e-06,V4,-5.674221
189721,6.95,11,0,1e-06,V4,-6.201418
89590,15.0,17,0,7e-06,V4,-3.902911
4215,12.0,1,0,4e-06,V14,-5.60436
128562,45.0,21,0,5.8e-05,V11,-2.365639
188468,8.99,11,0,0.0,V4,-6.122784
266982,38.16,21,0,1e-06,V12,-4.932826
72571,179.0,15,0,0.061103,V3,-4.025874
16767,60.0,7,0,1e-06,V14,-4.689442
167715,72.39,9,0,2e-06,V4,-5.396343
111206,15.28,20,0,8.1e-05,V14,-3.013377
99340,19.99,18,1,0.96797,V12,-1.185423
26056,325.1,9,0,0.0,V14,-4.7996
14701,26.59,7,0,0.000522,V3,-2.434467
177452,59.0,10,0,2e-06,V4,-4.858217
221852,14.99,15,0,0.004682,V14,-4.033666
177434,202.0,10,0,2e-06,V4,-5.5805
179206,10.0,10,0,3e-06,V4,-5.807131
201370,167.76,13,0,0.000239,V4,-7.871252
206578,21.24,13,0,1e-06,V3,-4.987695
169618,239.0,9,0,5e-06,V12,-6.47276
186126,1.78,11,0,4e-06,V4,-6.75387
204879,5.63,13,0,1e-05,V12,-3.93112
264566,150.0,20,0,9e-06,V4,-6.796796
194036,50.0,12,0,0.0,V11,-4.324665
261669,70.02,20,0,2e-06,V14,-4.294578
112411,4.66,20,0,2e-06,V12,-4.484702
37800,57.46,10,0,1.1e-05,V3,-4.336716
61006,15.0,13,0,0.00012,V4,-5.500974
9541,0.89,3,0,0.000234,V14,-8.017047
121533,10.98,21,0,5.6e-05,V4,-3.175624
115853,16.24,20,0,1e-06,V11,-7.255006
219349,534.2,15,0,4e-06,V12,-4.653709
218664,45.3,15,0,0.015222,V1,-2.717351
142572,15.0,23,0,0.000185,V14,-3.529402
244382,150.0,18,0,1.2e-05,V14,-4.938332
45940,1.0,11,0,0.013955,V3,-4.925511
166138,155.99,8,0,1e-06,V24,-3.837195
243258,4.49,18,0,5e-06,V14,-5.787065
40980,24.99,11,0,4e-06,V4,-6.144262
9443,64.2,3,0,9.9e-05,V14,-5.420252
175964,200.0,10,0,3.4e-05,V14,-3.289478
6958,9.99,2,0,2e-06,V14,-8.019648
192979,0.0,12,0,0.019678,V14,-3.51126
86694,10.99,17,0,1.8e-05,V14,-4.745959
44663,9.99,11,0,4e-06,V3,-4.632094
189297,233.62,11,0,1e-06,V4,-5.911895
184175,88.0,11,0,6e-06,V12,-3.358
96052,12.95,18,0,2e-05,V3,-3.981586
147905,80.25,0,0,3e-06,V4,-5.788407
248885,2.0,18,0,4e-06,V12,-7.257012
